Year,Month,Area Name,Adjusted,Employed,Unemployed,Labor Force,Unemployment Rate
2022,February,Schenectady County,Not Seasonally Adjusted,"74,100","3,100","77,200",4.00%
2022,February,Schoharie County,Not Seasonally Adjusted,"14,100",700,"14,800",4.90%
2022,February,Schuyler County,Not Seasonally Adjusted,"7,500",400,"8,000",5.40%
2022,February,Seneca County,Not Seasonally Adjusted,"14,200",600,"14,900",4.30%
2022,February,St. Lawrence County,Not Seasonally Adjusted,"41,800","2,200","44,000",4.90%
2022,February,Steuben County,Not Seasonally Adjusted,"39,700","2,000","41,700",4.80%
2022,February,Suffolk County,Not Seasonally Adjusted,"755,000","30,800","785,800",3.90%
2022,February,Sullivan County,Not Seasonally Adjusted,"34,600","1,600","36,200",4.30%
2022,February,Tioga County,Not Seasonally Adjusted,"21,400","1,000","22,400",4.40%
2022,February,Tompkins County,Not Seasonally Adjusted,"49,600","1,600","51,100",3.10%
2022,February,Ulster County,Not Seasonally Adjusted,"83,400","3,500","86,800",4.00%
2022,February,Warren County,Not Seasonally Adjusted,"29,200","1,400","30,600",4.70%
2022,February,Washington County,Not Seasonally Adjusted,"25,900","1,200","27,100",4.50%
2022,February,Wayne County,Not Seasonally Adjusted,"41,900","1,800","43,700",4.10%
2022,February,Westchester County,Not Seasonally Adjusted,"471,100","18,600","489,700",3.80%
2022,February,Wyoming County,Not Seasonally Adjusted,"16,800",900,"17,700",5.20%
2022,February,Yates County,Not Seasonally Adjusted,"11,300",400,"11,800",3.80%
2022,January,Albany County,Not Seasonally Adjusted,"152,300","5,400","157,700",3.40%
2022,January,Allegany County,Not Seasonally Adjusted,"18,200","1,000","19,200",5.00%
2022,January,Bronx County,Not Seasonally Adjusted,"546,100","66,100","612,200",10.80%
2022,January,Broome County,Not Seasonally Adjusted,"78,400","3,800","82,200",4.60%
2022,January,Cattaraugus County,Not Seasonally Adjusted,"32,200","1,600","33,800",4.80%
2022,January,Cayuga County,Not Seasonally Adjusted,"34,100","1,500","35,600",4.20%
2022,January,Chautauqua County,Not Seasonally Adjusted,"50,800","2,500","53,300",4.70%
2022,January,Chemung County,Not Seasonally Adjusted,"33,800","1,400","35,300",4.10%
2022,January,Chenango County,Not Seasonally Adjusted,"21,600",900,"22,500",4.10%
2022,January,Clinton County,Not Seasonally Adjusted,"34,500","1,400","35,900",3.90%
2022,January,Columbia County,Not Seasonally Adjusted,"29,300","1,000","30,400",3.30%
2022,January,Cortland County,Not Seasonally Adjusted,"22,000","1,100","23,100",4.80%
2022,January,Delaware County,Not Seasonally Adjusted,"17,800",800,"18,700",4.50%
2022,January,Dutchess County,Not Seasonally Adjusted,"138,500","5,200","143,700",3.60%
2022,January,Erie County,Not Seasonally Adjusted,"424,400","18,800","443,200",4.30%
2022,January,Essex County,Not Seasonally Adjusted,"16,100",800,"16,900",4.60%
2022,January,Franklin County,Not Seasonally Adjusted,"18,400",800,"19,200",4.20%
2022,January,Fulton County,Not Seasonally Adjusted,"21,600","1,100","22,600",4.80%
2022,January,Genesee County,Not Seasonally Adjusted,"28,600","1,200","29,800",4.00%
2022,January,Greene County,Not Seasonally Adjusted,"19,800",900,"20,700",4.20%
2022,January,Hamilton County,Not Seasonally Adjusted,"2,000",100,"2,100",5.80%
2022,January,Herkimer County,Not Seasonally Adjusted,"26,200","1,400","27,600",5.10%
2022,January,Jefferson County,Not Seasonally Adjusted,"41,600","2,200","43,800",4.90%
2022,January,Kings County,Not Seasonally Adjusted,"1,116,100","97,700","1,213,800",8.00%
2022,January,Lewis County,Not Seasonally Adjusted,"11,300",600,"12,000",5.40%
2022,January,Livingston County,Not Seasonally Adjusted,"29,300","1,200","30,600",4.10%
2022,January,Madison County,Not Seasonally Adjusted,"31,400","1,400","32,900",4.30%
2022,January,Monroe County,Not Seasonally Adjusted,"350,400","14,200","364,600",3.90%
2022,January,Montgomery County,Not Seasonally Adjusted,"21,400","1,100","22,500",4.80%
2022,January,Nassau County,Not Seasonally Adjusted,"694,500","24,100","718,500",3.40%
2022,January,New York County,Not Seasonally Adjusted,"860,200","56,300","916,500",6.10%
2022,January,Niagara County,Not Seasonally Adjusted,"93,600","4,700","98,200",4.80%
2022,January,Oneida County,Not Seasonally Adjusted,"95,900","4,200","100,100",4.20%
2022,January,Onondaga County,Not Seasonally Adjusted,"213,300","8,400","221,700",3.80%
2022,January,Ontario County,Not Seasonally Adjusted,"54,000","2,100","56,100",3.70%
2022,January,Orange County,Not Seasonally Adjusted,"181,800","6,900","188,700",3.70%
2022,January,Orleans County,Not Seasonally Adjusted,"16,600",800,"17,400",4.40%
2022,January,Oswego County,Not Seasonally Adjusted,"50,000","2,600","52,600",4.90%
2022,January,Otsego County,Not Seasonally Adjusted,"25,600","1,200","26,800",4.40%
2022,January,Putnam County,Not Seasonally Adjusted,"49,200","1,700","50,900",3.40%
2022,January,Queens County,Not Seasonally Adjusted,"1,060,900","85,200","1,146,100",7.40%
2022,January,Rensselaer County,Not Seasonally Adjusted,"78,600","3,000","81,600",3.70%
2022,January,Richmond County,Not Seasonally Adjusted,"210,400","17,000","227,500",7.50%
2022,January,Rockland County,Not Seasonally Adjusted,"152,400","5,200","157,600",3.30%
2022,January,Saratoga County,Not Seasonally Adjusted,"116,800","3,800","120,600",3.10%
2022,January,Schenectady County,Not Seasonally Adjusted,"74,300","2,900","77,200",3.80%
2022,January,Schoharie County,Not Seasonally Adjusted,"14,100",700,"14,800",4.60%
2022,January,Schuyler County,Not Seasonally Adjusted,"7,500",400,"7,900",5.00%
2022,January,Seneca County,Not Seasonally Adjusted,"14,300",600,"14,900",4.20%
2022,January,St. Lawrence County,Not Seasonally Adjusted,"41,200","2,100","43,300",4.90%
2022,January,Steuben County,Not Seasonally Adjusted,"40,400","1,900","42,300",4.50%
2022,January,Suffolk County,Not Seasonally Adjusted,"760,800","29,300","790,200",3.70%
2022,January,Sullivan County,Not Seasonally Adjusted,"34,800","1,500","36,300",4.10%
2022,January,Tioga County,Not Seasonally Adjusted,"21,400",900,"22,300",4.10%
2022,January,Tompkins County,Not Seasonally Adjusted,"46,600","1,500","48,100",3.10%
2022,January,Ulster County,Not Seasonally Adjusted,"83,300","3,300","86,700",3.80%
2022,January,Warren County,Not Seasonally Adjusted,"29,400","1,400","30,800",4.60%
2022,January,Washington County,Not Seasonally Adjusted,"26,100","1,100","27,300",4.20%
2022,January,Wayne County,Not Seasonally Adjusted,"42,100","1,700","43,800",3.90%
2022,January,Westchester County,Not Seasonally Adjusted,"473,200","17,900","491,100",3.60%
2022,January,Wyoming County,Not Seasonally Adjusted,"17,100",900,"18,000",4.90%
2022,January,Yates County,Not Seasonally Adjusted,"11,400",400,"11,900",3.60%
2021,December,Albany County,Not Seasonally Adjusted,"152,600","4,100","156,800",2.60%
2021,December,Allegany County,Not Seasonally Adjusted,"18,600",700,"19,300",3.60%
2021,December,Bronx County,Not Seasonally Adjusted,"544,400","62,700","607,100",10.30%
2021,December,Broome County,Not Seasonally Adjusted,"79,000","2,700","81,700",3.30%
2021,December,Cattaraugus County,Not Seasonally Adjusted,"31,700","1,200","32,900",3.70%
2021,December,Cayuga County,Not Seasonally Adjusted,"34,100","1,100","35,200",3.10%
2021,December,Chautauqua County,Not Seasonally Adjusted,"50,600","1,900","52,500",3.60%
2021,December,Chemung County,Not Seasonally Adjusted,"33,700","1,100","34,800",3.20%
2021,December,Chenango County,Not Seasonally Adjusted,"21,200",600,"21,800",2.90%
2021,December,Clinton County,Not Seasonally Adjusted,"34,500","1,000","35,500",2.80%
2021,December,Columbia County,Not Seasonally Adjusted,"29,400",700,"30,100",2.40%
2021,December,Cortland County,Not Seasonally Adjusted,"22,300",800,"23,000",3.40%
2021,December,Delaware County,Not Seasonally Adjusted,"18,000",600,"18,500",3.00%
2021,December,Dutchess County,Not Seasonally Adjusted,"140,000","3,900","143,900",2.70%
2021,December,Erie County,Not Seasonally Adjusted,"423,800","14,400","438,200",3.30%
2021,December,Essex County,Not Seasonally Adjusted,"16,000",600,"16,500",3.40%
2021,December,Franklin County,Not Seasonally Adjusted,"18,400",600,"18,900",3.20%
2021,December,Fulton County,Not Seasonally Adjusted,"21,400",800,"22,200",3.70%
2021,December,Genesee County,Not Seasonally Adjusted,"28,400",800,"29,300",2.90%
2021,December,Greene County,Not Seasonally Adjusted,"19,400",600,"20,100",3.20%
2021,December,Hamilton County,Not Seasonally Adjusted,"2,000",100,"2,100",4.50%
2021,December,Herkimer County,Not Seasonally Adjusted,"26,100","1,000","27,100",3.80%
2021,December,Jefferson County,Not Seasonally Adjusted,"41,600","1,600","43,200",3.70%
2021,December,Kings County,Not Seasonally Adjusted,"1,112,800","91,800","1,204,600",7.60%
2021,December,Lewis County,Not Seasonally Adjusted,"11,000",400,"11,400",3.90%
2021,December,Livingston County,Not Seasonally Adjusted,"29,100",900,"30,000",2.90%
2021,December,Madison County,Not Seasonally Adjusted,"31,500","1,000","32,500",3.10%
2021,December,Monroe County,Not Seasonally Adjusted,"349,100","11,100","360,200",3.10%
2021,December,Montgomery County,Not Seasonally Adjusted,"21,200",800,"22,000",3.60%
2021,December,Nassau County,Not Seasonally Adjusted,"697,500","18,600","716,100",2.60%
2021,December,New York County,Not Seasonally Adjusted,"857,700","52,300","910,000",5.80%
2021,December,Niagara County,Not Seasonally Adjusted,"93,400","3,500","96,800",3.60%
2021,December,Oneida County,Not Seasonally Adjusted,"95,700","3,200","98,800",3.20%
2021,December,Onondaga County,Not Seasonally Adjusted,"214,100","6,600","220,700",3.00%
2021,December,Ontario County,Not Seasonally Adjusted,"53,700","1,600","55,300",2.80%
2021,December,Orange County,Not Seasonally Adjusted,"181,800","5,300","187,100",2.80%
2021,December,Orleans County,Not Seasonally Adjusted,"16,400",600,"17,000",3.30%
2021,December,Oswego County,Not Seasonally Adjusted,"50,200","1,900","52,100",3.70%
2021,December,Otsego County,Not Seasonally Adjusted,"26,000",800,"26,800",3.10%
2021,December,Putnam County,Not Seasonally Adjusted,"49,700","1,300","51,000",2.50%
2021,December,Queens County,Not Seasonally Adjusted,"1,057,700","80,500","1,138,100",7.10%
2021,December,Rensselaer County,Not Seasonally Adjusted,"78,700","2,200","80,900",2.70%
2021,December,Richmond County,Not Seasonally Adjusted,"209,800","15,500","225,300",6.90%
2021,December,Rockland County,Not Seasonally Adjusted,"152,600","4,100","156,600",2.60%
2021,December,Saratoga County,Not Seasonally Adjusted,"117,000","2,800","119,800",2.30%
2021,December,Schenectady County,Not Seasonally Adjusted,"74,400","2,300","76,700",3.00%
2021,December,Schoharie County,Not Seasonally Adjusted,"14,100",500,"14,600",3.10%
2021,December,Schuyler County,Not Seasonally Adjusted,"7,600",300,"7,900",3.60%
2021,December,Seneca County,Not Seasonally Adjusted,"14,400",400,"14,900",2.90%
2021,December,St. Lawrence County,Not Seasonally Adjusted,"42,000","1,500","43,500",3.50%
2021,December,Steuben County,Not Seasonally Adjusted,"39,800","1,400","41,200",3.40%
2021,December,Suffolk County,Not Seasonally Adjusted,"764,000","21,700","785,700",2.80%
2021,December,Sullivan County,Not Seasonally Adjusted,"34,900","1,100","36,000",3.10%
2021,December,Tioga County,Not Seasonally Adjusted,"21,500",600,"22,100",2.80%
2021,December,Tompkins County,Not Seasonally Adjusted,"48,900","1,100","50,100",2.30%
2021,December,Ulster County,Not Seasonally Adjusted,"83,900","2,500","86,300",2.80%
2021,December,Warren County,Not Seasonally Adjusted,"29,100","1,100","30,200",3.50%
2021,December,Washington County,Not Seasonally Adjusted,"25,800",800,"26,600",3.10%
2021,December,Wayne County,Not Seasonally Adjusted,"41,800","1,300","43,000",2.90%
2021,December,Westchester County,Not Seasonally Adjusted,"473,900","13,800","487,700",2.80%
2021,December,Wyoming County,Not Seasonally Adjusted,"16,800",600,"17,400",3.40%
2021,December,Yates County,Not Seasonally Adjusted,"11,300",300,"11,600",2.60%
2021,November,Albany County,Not Seasonally Adjusted,"153,300","4,800","158,100",3.00%
2021,November,Allegany County,Not Seasonally Adjusted,"18,500",700,"19,300",3.90%
2021,November,Bronx County,Not Seasonally Adjusted,"543,800","64,200","608,000",10.60%
2021,November,Broome County,Not Seasonally Adjusted,"79,000","2,900","81,900",3.60%
2021,November,Cattaraugus County,Not Seasonally Adjusted,"31,500","1,200","32,700",3.70%
2021,November,Cayuga County,Not Seasonally Adjusted,"34,100","1,200","35,300",3.30%
2021,November,Chautauqua County,Not Seasonally Adjusted,"50,600","2,000","52,600",3.80%
2021,November,Chemung County,Not Seasonally Adjusted,"33,500","1,200","34,800",3.60%
2021,November,Chenango County,Not Seasonally Adjusted,"21,100",700,"21,700",3.00%
2021,November,Clinton County,Not Seasonally Adjusted,"34,400","1,100","35,500",3.10%
2021,November,Columbia County,Not Seasonally Adjusted,"29,300",800,"30,100",2.60%
2021,November,Cortland County,Not Seasonally Adjusted,"22,000",800,"22,800",3.50%
2021,November,Delaware County,Not Seasonally Adjusted,"18,000",600,"18,600",3.20%
2021,November,Dutchess County,Not Seasonally Adjusted,"139,700","4,500","144,200",3.10%
2021,November,Erie County,Not Seasonally Adjusted,"423,500","16,300","439,800",3.70%
2021,November,Essex County,Not Seasonally Adjusted,"15,400",600,"16,000",3.60%
2021,November,Franklin County,Not Seasonally Adjusted,"18,300",700,"18,900",3.50%
2021,November,Fulton County,Not Seasonally Adjusted,"21,400",800,"22,200",3.80%
2021,November,Genesee County,Not Seasonally Adjusted,"28,400",900,"29,300",3.00%
2021,November,Greene County,Not Seasonally Adjusted,"19,200",700,"19,900",3.60%
2021,November,Hamilton County,Not Seasonally Adjusted,"2,000",100,"2,100",4.10%
2021,November,Herkimer County,Not Seasonally Adjusted,"26,100","1,100","27,200",3.90%
2021,November,Jefferson County,Not Seasonally Adjusted,"41,800","1,600","43,400",3.70%
2021,November,Kings County,Not Seasonally Adjusted,"1,111,300","94,100","1,205,400",7.80%
2021,November,Lewis County,Not Seasonally Adjusted,"11,000",400,"11,500",3.70%
2021,November,Livingston County,Not Seasonally Adjusted,"29,000",900,"29,900",3.00%
2021,November,Madison County,Not Seasonally Adjusted,"31,300","1,000","32,400",3.10%
2021,November,Monroe County,Not Seasonally Adjusted,"348,800","12,700","361,500",3.50%
2021,November,Montgomery County,Not Seasonally Adjusted,"21,200",900,"22,000",4.00%
2021,November,Nassau County,Not Seasonally Adjusted,"693,400","21,600","715,000",3.00%
2021,November,New York County,Not Seasonally Adjusted,"856,400","53,400","909,900",5.90%
2021,November,Niagara County,Not Seasonally Adjusted,"93,300","3,600","96,900",3.70%
2021,November,Oneida County,Not Seasonally Adjusted,"95,900","3,500","99,400",3.50%
2021,November,Onondaga County,Not Seasonally Adjusted,"213,600","7,400","221,000",3.30%
2021,November,Ontario County,Not Seasonally Adjusted,"53,600","1,600","55,200",2.90%
2021,November,Orange County,Not Seasonally Adjusted,"181,200","6,100","187,300",3.20%
2021,November,Orleans County,Not Seasonally Adjusted,"16,400",600,"17,000",3.40%
2021,November,Oswego County,Not Seasonally Adjusted,"50,000","2,000","52,000",3.80%
2021,November,Otsego County,Not Seasonally Adjusted,"26,300",800,"27,200",3.10%
2021,November,Putnam County,Not Seasonally Adjusted,"49,600","1,500","51,100",2.90%
2021,November,Queens County,Not Seasonally Adjusted,"1,056,300","82,800","1,139,200",7.30%
2021,November,Rensselaer County,Not Seasonally Adjusted,"79,100","2,400","81,500",3.00%
2021,November,Richmond County,Not Seasonally Adjusted,"209,700","15,700","225,400",7.00%
2021,November,Rockland County,Not Seasonally Adjusted,"152,000","4,700","156,700",3.00%
2021,November,Saratoga County,Not Seasonally Adjusted,"117,400","3,100","120,500",2.50%
2021,November,Schenectady County,Not Seasonally Adjusted,"74,700","2,600","77,300",3.30%
2021,November,Schoharie County,Not Seasonally Adjusted,"14,100",400,"14,600",3.10%
2021,November,Schuyler County,Not Seasonally Adjusted,"7,700",300,"8,000",3.60%
2021,November,Seneca County,Not Seasonally Adjusted,"14,500",500,"15,000",3.10%
2021,November,St. Lawrence County,Not Seasonally Adjusted,"42,100","1,600","43,700",3.70%
2021,November,Steuben County,Not Seasonally Adjusted,"39,900","1,500","41,300",3.50%
2021,November,Suffolk County,Not Seasonally Adjusted,"759,500","24,500","784,000",3.10%
2021,November,Sullivan County,Not Seasonally Adjusted,"34,600","1,200","35,800",3.40%
2021,November,Tioga County,Not Seasonally Adjusted,"21,500",700,"22,200",3.10%
2021,November,Tompkins County,Not Seasonally Adjusted,"49,100","1,300","50,400",2.60%
2021,November,Ulster County,Not Seasonally Adjusted,"83,900","2,800","86,700",3.20%
2021,November,Warren County,Not Seasonally Adjusted,"29,100","1,100","30,200",3.70%
2021,November,Washington County,Not Seasonally Adjusted,"25,700",900,"26,600",3.30%
2021,November,Wayne County,Not Seasonally Adjusted,"41,700","1,300","43,000",3.00%
2021,November,Westchester County,Not Seasonally Adjusted,"472,000","16,000","488,000",3.30%
2021,November,Wyoming County,Not Seasonally Adjusted,"17,000",600,"17,500",3.20%
2021,November,Yates County,Not Seasonally Adjusted,"11,200",300,"11,500",2.70%
2021,October,Albany County,Not Seasonally Adjusted,"153,600","5,300","158,900",3.30%
2021,October,Allegany County,Not Seasonally Adjusted,"18,800",700,"19,500",3.70%
2021,October,Bronx County,Not Seasonally Adjusted,"542,500","68,800","611,200",11.30%
2021,October,Broome County,Not Seasonally Adjusted,"78,500","3,200","81,700",3.90%
2021,October,Cattaraugus County,Not Seasonally Adjusted,"31,700","1,200","32,900",3.80%
2021,October,Cayuga County,Not Seasonally Adjusted,"34,300","1,200","35,600",3.50%
2021,October,Chautauqua County,Not Seasonally Adjusted,"51,000","2,100","53,100",4.00%
2021,October,Chemung County,Not Seasonally Adjusted,"33,500","1,400","34,800",3.90%
2021,October,Chenango County,Not Seasonally Adjusted,"21,200",700,"21,900",3.10%
2021,October,Clinton County,Not Seasonally Adjusted,"34,300","1,200","35,500",3.40%
2021,October,Columbia County,Not Seasonally Adjusted,"29,500",900,"30,300",2.90%
2021,October,Cortland County,Not Seasonally Adjusted,"22,000",800,"22,800",3.50%
2021,October,Delaware County,Not Seasonally Adjusted,"18,000",600,"18,700",3.50%
2021,October,Dutchess County,Not Seasonally Adjusted,"139,400","5,000","144,400",3.40%
2021,October,Erie County,Not Seasonally Adjusted,"422,100","17,400","439,500",4.00%
2021,October,Essex County,Not Seasonally Adjusted,"15,800",600,"16,400",3.50%
2021,October,Franklin County,Not Seasonally Adjusted,"18,600",700,"19,200",3.50%
2021,October,Fulton County,Not Seasonally Adjusted,"21,400",900,"22,300",4.00%
2021,October,Genesee County,Not Seasonally Adjusted,"28,600",900,"29,500",3.10%
2021,October,Greene County,Not Seasonally Adjusted,"19,400",700,"20,100",3.70%
2021,October,Hamilton County,Not Seasonally Adjusted,"2,200",100,"2,200",3.10%
2021,October,Herkimer County,Not Seasonally Adjusted,"26,200","1,100","27,400",4.10%
2021,October,Jefferson County,Not Seasonally Adjusted,"42,000","1,600","43,600",3.70%
2021,October,Kings County,Not Seasonally Adjusted,"1,108,900","101,500","1,210,400",8.40%
2021,October,Lewis County,Not Seasonally Adjusted,"11,100",400,"11,500",3.60%
2021,October,Livingston County,Not Seasonally Adjusted,"29,100","1,000","30,000",3.20%
2021,October,Madison County,Not Seasonally Adjusted,"31,300","1,100","32,400",3.30%
2021,October,Monroe County,Not Seasonally Adjusted,"349,500","13,900","363,400",3.80%
2021,October,Montgomery County,Not Seasonally Adjusted,"21,200",900,"22,100",4.10%
2021,October,Nassau County,Not Seasonally Adjusted,"692,900","23,900","716,900",3.30%
2021,October,New York County,Not Seasonally Adjusted,"854,700","58,300","912,900",6.40%
2021,October,Niagara County,Not Seasonally Adjusted,"93,000","3,900","96,800",4.00%
2021,October,Oneida County,Not Seasonally Adjusted,"96,500","3,700","100,200",3.70%
2021,October,Onondaga County,Not Seasonally Adjusted,"213,800","8,100","221,900",3.70%
2021,October,Ontario County,Not Seasonally Adjusted,"53,700","1,700","55,400",3.10%
2021,October,Orange County,Not Seasonally Adjusted,"180,200","6,700","186,900",3.60%
2021,October,Orleans County,Not Seasonally Adjusted,"16,400",600,"17,000",3.60%
2021,October,Oswego County,Not Seasonally Adjusted,"50,100","2,100","52,100",4.00%
2021,October,Otsego County,Not Seasonally Adjusted,"26,500",900,"27,400",3.30%
2021,October,Putnam County,Not Seasonally Adjusted,"49,500","1,600","51,200",3.10%
2021,October,Queens County,Not Seasonally Adjusted,"1,054,000","89,700","1,143,600",7.80%
2021,October,Rensselaer County,Not Seasonally Adjusted,"79,200","2,700","81,900",3.30%
2021,October,Richmond County,Not Seasonally Adjusted,"209,100","17,000","226,100",7.50%
2021,October,Rockland County,Not Seasonally Adjusted,"151,300","5,300","156,500",3.40%
2021,October,Saratoga County,Not Seasonally Adjusted,"117,600","3,400","121,000",2.80%
2021,October,Schenectady County,Not Seasonally Adjusted,"74,900","2,800","77,700",3.70%
2021,October,Schoharie County,Not Seasonally Adjusted,"14,100",500,"14,600",3.30%
2021,October,Schuyler County,Not Seasonally Adjusted,"7,900",300,"8,200",3.40%
2021,October,Seneca County,Not Seasonally Adjusted,"14,600",500,"15,100",3.40%
2021,October,St. Lawrence County,Not Seasonally Adjusted,"42,100","1,700","43,800",3.90%
2021,October,Steuben County,Not Seasonally Adjusted,"39,900","1,500","41,400",3.70%
2021,October,Suffolk County,Not Seasonally Adjusted,"758,900","26,600","785,500",3.40%
2021,October,Sullivan County,Not Seasonally Adjusted,"34,800","1,300","36,100",3.60%
2021,October,Tioga County,Not Seasonally Adjusted,"21,400",700,"22,100",3.30%
2021,October,Tompkins County,Not Seasonally Adjusted,"49,000","1,500","50,500",3.00%
2021,October,Ulster County,Not Seasonally Adjusted,"84,400","3,000","87,500",3.50%
2021,October,Warren County,Not Seasonally Adjusted,"30,000","1,100","31,000",3.40%
2021,October,Washington County,Not Seasonally Adjusted,"26,400",900,"27,400",3.40%
2021,October,Wayne County,Not Seasonally Adjusted,"41,700","1,400","43,100",3.20%
2021,October,Westchester County,Not Seasonally Adjusted,"469,800","17,700","487,400",3.60%
2021,October,Wyoming County,Not Seasonally Adjusted,"17,400",500,"17,900",3.00%
2021,October,Yates County,Not Seasonally Adjusted,"11,200",300,"11,500",2.80%
2021,September,Albany County,Not Seasonally Adjusted,"152,900","5,800","158,700",3.70%
2021,September,Allegany County,Not Seasonally Adjusted,"18,900",800,"19,700",3.90%
2021,September,Bronx County,Not Seasonally Adjusted,"537,000","72,300","609,300",11.90%
2021,September,Broome County,Not Seasonally Adjusted,"78,700","3,500","82,200",4.20%
2021,September,Cattaraugus County,Not Seasonally Adjusted,"32,000","1,400","33,400",4.10%
2021,September,Cayuga County,Not Seasonally Adjusted,"34,600","1,300","36,000",3.70%
2021,September,Chautauqua County,Not Seasonally Adjusted,"51,300","2,300","53,600",4.30%
2021,September,Chemung County,Not Seasonally Adjusted,"33,500","1,500","35,000",4.30%
2021,September,Chenango County,Not Seasonally Adjusted,"21,600",800,"22,400",3.40%
2021,September,Clinton County,Not Seasonally Adjusted,"34,700","1,300","36,000",3.60%
2021,September,Columbia County,Not Seasonally Adjusted,"30,000",900,"31,000",3.00%
2021,September,Cortland County,Not Seasonally Adjusted,"22,000",900,"22,900",3.80%
2021,September,Delaware County,Not Seasonally Adjusted,"18,500",700,"19,200",3.70%
2021,September,Dutchess County,Not Seasonally Adjusted,"138,400","5,400","143,800",3.80%
2021,September,Erie County,Not Seasonally Adjusted,"423,300","19,000","442,300",4.30%
2021,September,Essex County,Not Seasonally Adjusted,"16,600",600,"17,200",3.60%
2021,September,Franklin County,Not Seasonally Adjusted,"18,900",700,"19,600",3.60%
2021,September,Fulton County,Not Seasonally Adjusted,"21,700","1,000","22,700",4.40%
2021,September,Genesee County,Not Seasonally Adjusted,"29,200","1,000","30,200",3.30%
2021,September,Greene County,Not Seasonally Adjusted,"19,700",800,"20,500",4.10%
2021,September,Hamilton County,Not Seasonally Adjusted,"2,300",100,"2,400",3.00%
2021,September,Herkimer County,Not Seasonally Adjusted,"26,300","1,200","27,600",4.50%
2021,September,Jefferson County,Not Seasonally Adjusted,"42,700","1,800","44,400",3.90%
2021,September,Kings County,Not Seasonally Adjusted,"1,097,400","106,600","1,204,100",8.90%
2021,September,Lewis County,Not Seasonally Adjusted,"11,500",400,"11,900",3.60%
2021,September,Livingston County,Not Seasonally Adjusted,"29,300","1,000","30,300",3.40%
2021,September,Madison County,Not Seasonally Adjusted,"31,500","1,200","32,700",3.60%
2021,September,Monroe County,Not Seasonally Adjusted,"347,900","15,600","363,500",4.30%
2021,September,Montgomery County,Not Seasonally Adjusted,"21,500","1,000","22,500",4.50%
2021,September,Nassau County,Not Seasonally Adjusted,"689,000","26,800","715,800",3.70%
2021,September,New York County,Not Seasonally Adjusted,"845,800","61,000","906,800",6.70%
2021,September,Niagara County,Not Seasonally Adjusted,"93,400","4,300","97,700",4.40%
2021,September,Oneida County,Not Seasonally Adjusted,"96,400","4,100","100,600",4.10%
2021,September,Onondaga County,Not Seasonally Adjusted,"213,300","9,000","222,300",4.00%
2021,September,Ontario County,Not Seasonally Adjusted,"53,700","1,900","55,600",3.40%
2021,September,Orange County,Not Seasonally Adjusted,"179,400","7,400","186,700",3.90%
2021,September,Orleans County,Not Seasonally Adjusted,"16,600",700,"17,300",3.90%
2021,September,Oswego County,Not Seasonally Adjusted,"50,100","2,300","52,400",4.40%
2021,September,Otsego County,Not Seasonally Adjusted,"26,700","1,000","27,600",3.50%
2021,September,Putnam County,Not Seasonally Adjusted,"49,100","1,800","50,800",3.50%
2021,September,Queens County,Not Seasonally Adjusted,"1,043,200","94,100","1,137,200",8.30%
2021,September,Rensselaer County,Not Seasonally Adjusted,"78,900","3,000","81,900",3.70%
2021,September,Richmond County,Not Seasonally Adjusted,"206,800","17,600","224,400",7.90%
2021,September,Rockland County,Not Seasonally Adjusted,"150,200","5,800","155,900",3.70%
2021,September,Saratoga County,Not Seasonally Adjusted,"117,300","3,800","121,000",3.10%
2021,September,Schenectady County,Not Seasonally Adjusted,"74,500","3,200","77,700",4.10%
2021,September,Schoharie County,Not Seasonally Adjusted,"14,300",500,"14,800",3.60%
2021,September,Schuyler County,Not Seasonally Adjusted,"8,100",300,"8,400",3.60%
2021,September,Seneca County,Not Seasonally Adjusted,"14,800",600,"15,400",3.60%
2021,September,St. Lawrence County,Not Seasonally Adjusted,"42,300","1,800","44,200",4.20%
2021,September,Steuben County,Not Seasonally Adjusted,"40,600","1,700","42,300",4.00%
2021,September,Suffolk County,Not Seasonally Adjusted,"755,200","29,500","784,700",3.80%
2021,September,Sullivan County,Not Seasonally Adjusted,"35,800","1,500","37,200",3.90%
2021,September,Tioga County,Not Seasonally Adjusted,"21,500",800,"22,300",3.60%
2021,September,Tompkins County,Not Seasonally Adjusted,"48,300","1,600","49,900",3.20%
2021,September,Ulster County,Not Seasonally Adjusted,"84,700","3,400","88,100",3.80%
2021,September,Warren County,Not Seasonally Adjusted,"30,300","1,100","31,500",3.60%
2021,September,Washington County,Not Seasonally Adjusted,"27,000","1,100","28,100",3.80%
2021,September,Wayne County,Not Seasonally Adjusted,"42,000","1,600","43,600",3.60%
2021,September,Westchester County,Not Seasonally Adjusted,"466,400","19,700","486,000",4.00%
2021,September,Wyoming County,Not Seasonally Adjusted,"17,900",600,"18,500",3.20%
2021,September,Yates County,Not Seasonally Adjusted,"11,500",400,"11,800",3.00%
2021,August,Albany County,Not Seasonally Adjusted,"151,900","7,000","158,900",4.40%
2021,August,Allegany County,Not Seasonally Adjusted,"17,200",900,"18,200",5.10%
2021,August,Bronx County,Not Seasonally Adjusted,"534,400","84,000","618,400",13.60%
2021,August,Broome County,Not Seasonally Adjusted,"78,000","4,200","82,200",5.10%
2021,August,Cattaraugus County,Not Seasonally Adjusted,"31,000","1,700","32,600",5.10%
